Participant ID ,Session ID ,Study ID ,Session,Age ,Sex ,Handedness ,Highest level of Education/Training ,If ,If ,If ,q5,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 ,Do you play a musical instrument? ,q9,q10,q11,q12,q13,q14,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 
69986,91,ms117,4,23,Male,Right,Med School,1,,,Yes, 13-05-24,638.4,3.27183, SuctionCurved7Fr, Bipolar,15727.7,5610.06,7.59863,70.7428,Yes,Neutral,Neutral,Strongly agree,Neutral,Agree,Neutral, 13-05-24,638.4,3.27183, SuctionCurved7Fr, Bipolar,15727.7,5610.06,7.59863,70.7428
69960,111,ms118,1,22,Male,Right,Med School,1,,,Yes, 13-05-21,678.761,4.39866, SuctionCurved7Fr, Bipolar,12497.1,6665.88,10.2156,80.5247,Yes,Neutral,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-05-21,678.761,4.39866, SuctionCurved7Fr, Bipolar,12497.1,6665.88,10.2156,80.5247
69960,112,ms118,2,22,Male,Right,Med School,1,,,Yes, 13-05-22,653.42,6.28689, SuctionCurved7Fr, Bipolar,17884.1,3512.1,14.601,91.3482,Yes,Neutral,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-05-22,653.42,6.28689, SuctionCurved7Fr, Bipolar,17884.1,3512.1,14.601,91.3482
69960,113,ms118,3,22,Male,Right,Med School,1,,,Yes, 13-05-23,657.181,5.71893, SuctionCurved7Fr, Bipolar,16029,4207.01,13.2819,96.5982,Yes,Neutral,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-05-23,657.181,5.71893, SuctionCurved7Fr, Bipolar,16029,4207.01,13.2819,96.5982
69960,114,ms118,4,22,Male,Right,Med School,1,,,Yes, 13-05-24,593.861,5.04428, SuctionCurved7Fr, Bipolar,15401.1,2557.01,11.715,91.1405,Yes,Neutral,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-05-24,593.861,5.04428, SuctionCurved7Fr, Bipolar,15401.1,2557.01,11.715,91.1405
69966,103,ms119,1,22,Male,Right,Med School,,,,Yes, 13-05-21,674.462,3.67646, SuctionCurved7Fr, Bipolar,13495.1,8018.4,8.53837,63.6646,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree, 13-05-21,674.462,3.67646, SuctionCurved7Fr, Bipolar,13495.1,8018.4,8.53837,63.6646
69966,104,ms119,2,22,Male,Right,Med School,,,,Yes, 13-05-22,622.72,3.29744, SuctionCurved7Fr, Bipolar,10918,7570.09,7.65811,32.9456,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree, 13-05-22,622.72,3.29744, SuctionCurved7Fr, Bipolar,10918,7570.09,7.65811,32.9456
69966,105,ms119,3,22,Male,Right,Med School,,,,Yes, 13-05-23,617.863,4.16198, SuctionCurved7Fr, Bipolar,13083.6,7471.11,9.66597,77.3934,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree, 13-05-23,617.863,4.16198, SuctionCurved7Fr, Bipolar,13083.6,7471.11,9.66597,77.3934
69966,106,ms119,4,22,Male,Right,Med School,,,,Yes, 13-05-24,657.472,4.29227, SuctionCurved7Fr, Bipolar,13294.1,7090.11,9.96856,84.4722,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree, 13-05-24,657.472,4.29227, SuctionCurved7Fr, Bipolar,13294.1,7090.11,9.96856,84.4722
69998,80,ms120,1,23,Male,Right,Med School,1,,,Yes, 13-05-21,655.101,2.63896, SuctionCurved7Fr, Bipolar,8684.4,7671.52,6.12884,12.0486,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral, 13-05-21,655.101,2.63896, SuctionCurved7Fr, Bipolar,8684.4,7671.52,6.12884,12.0486
69998,81,ms120,2,23,Male,Right,Med School,1,,,Yes, 13-05-22,625.662,2.42179, SuctionCurved7Fr, Bipolar,10159.5,6069.96,5.62447,69.2203,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral, 13-05-22,625.662,2.42179, SuctionCurved7Fr, Bipolar,10159.5,6069.96,5.62447,69.2203
69998,82,ms120,3,23,Male,Right,Med School,1,,,Yes, 13-05-23,618.899,4.36899, SuctionCurved7Fr, Bipolar,10617.4,3876.67,10.1467,88.954,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral, 13-05-23,618.899,4.36899, SuctionCurved7Fr, Bipolar,10617.4,3876.67,10.1467,88.954
69998,83,ms120,4,23,Male,Right,Med School,1,,,Yes, 13-05-24,629.704,5.34193, SuctionCurved7Fr, Bipolar,12360.1,5556.41,12.4063,97.8643,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral, 13-05-24,629.704,5.34193, SuctionCurved7Fr, Bipolar,12360.1,5556.41,12.4063,97.8643
69970,95,ms121,1,22,Male,Right,Med School,1,,,No, 13-05-21,634.576,3.18798, SuctionCurved7Fr, Bipolar,9271.02,5301.23,7.40389,68.8854,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree, 13-05-21,634.576,3.18798, SuctionCurved7Fr, Bipolar,9271.02,5301.23,7.40389,68.8854
69970,96,ms121,2,22,Male,Right,Med School,1,,,No, 13-05-22,645.06,2.86228, SuctionCurved7Fr, Bipolar,11350.9,6223.71,6.64748,67.4362,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree, 13-05-22,645.06,2.86228, SuctionCurved7Fr, Bipolar,11350.9,6223.71,6.64748,67.4362
69970,97,ms121,3,22,Male,Right,Med School,1,,,No, 13-05-23,616.359,3.425, SuctionCurved7Fr, Bipolar,9107.47,4490.72,7.95436,66.0668,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree, 13-05-23,616.359,3.425, SuctionCurved7Fr, Bipolar,9107.47,4490.72,7.95436,66.0668
69970,98,ms121,4,22,Male,Right,Med School,1,,,No, 13-05-24,619.362,7.41434, SuctionCurved7Fr, Bipolar,16273.4,3941.43,17.2194,99.6968,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree, 13-05-24,619.362,7.41434, SuctionCurved7Fr, Bipolar,16273.4,3941.43,17.2194,99.6968
69957,115,ms122,1,24,Male,Right,Med School,1,,,Yes, 13-05-21,614.879,3.34913, SuctionCurved7Fr, Bipolar,9943.22,6619.4,7.77815,55.5898,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree, 13-05-21,614.879,3.34913, SuctionCurved7Fr, Bipolar,9943.22,6619.4,7.77815,55.5898
69957,116,ms122,2,24,Male,Right,Med School,1,,,Yes, 13-05-22,647.38,3.85496, SuctionCurved7Fr, Bipolar,10249.9,6414.51,8.95292,76.5018,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree, 13-05-22,647.38,3.85496, SuctionCurved7Fr, Bipolar,10249.9,6414.51,8.95292,76.5018
69957,117,ms122,3,24,Male,Right,Med School,1,,,Yes, 13-05-23,636.54,3.10245, SuctionCurved7Fr, Bipolar,8978.9,6395.72,7.20527,62.6111,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree, 13-05-23,636.54,3.10245, SuctionCurved7Fr, Bipolar,8978.9,6395.72,7.20527,62.6111
69957,118,ms122,4,24,Male,Right,Med School,1,,,Yes, 13-05-24,611.578,3.98341, SuctionCurved7Fr, Bipolar,11099.8,4774.33,9.25125,90.1293,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree, 13-05-24,611.578,3.98341, SuctionCurved7Fr, Bipolar,11099.8,4774.33,9.25125,90.1293
69983,92,ms123,1,24,Female,Right,Med School,1,,,Yes, 13-05-21,619.619,2.40203, SuctionCurved7Fr, Bipolar,7610.27,8568.57,5.57858,0.442815,No,Strongly agree,Agree,Strongly disagree,Agree,Agree,Neutral, 13-05-21,619.619,2.40203, SuctionCurved7Fr, Bipolar,7610.27,8568.57,5.57858,0.442815
69983,93,ms123,2,24,Female,Right,Med School,1,,,Yes, 13-05-22,620.321,5.35372, SuctionCurved7Fr, Bipolar,10470.1,8003.26,12.4337,18.9315,No,Strongly agree,Agree,Strongly disagree,Agree,Agree,Neutral, 13-05-22,620.321,5.35372, SuctionCurved7Fr, Bipolar,10470.1,8003.26,12.4337,18.9315
69983,94,ms123,3,24,Female,Right,Med School,1,,,Yes, 13-05-23,624.34,4.57346, SuctionCurved7Fr, Bipolar,11424.5,8100,10.6216,11.0852,No,Strongly agree,Agree,Strongly disagree,Agree,Agree,Neutral, 13-05-23,624.34,4.57346, SuctionCurved7Fr, Bipolar,11424.5,8100,10.6216,11.0852
69983,150,ms123,4,24,Female,Right,Med School,1,,,Yes, 13-06-07,535.064,6.97559, SuctionCurved7Fr, Bipolar,9582.7,6372.29,16.2004,11.8807,No,Strongly agree,Agree,Strongly disagree,Agree,Agree,Neutral, 13-06-07,535.064,6.97559, SuctionCurved7Fr, Bipolar,9582.7,6372.29,16.2004,11.8807
69965,107,ms124,1,23,Male,Right,Med School,1,,,Yes, 13-05-21,633.62,3.01509, SuctionCurved7Fr, Bipolar,10179.5,7541.59,7.00237,47.0296,Yes,Neutral,Strongly disagree,Disagree,Agree,Neutral,Disagree, 13-05-21,633.62,3.01509, SuctionCurved7Fr, Bipolar,10179.5,7541.59,7.00237,47.0296
69965,108,ms124,2,23,Male,Right,Med School,1,,,Yes, 13-05-22,610.338,4.57582, SuctionCurved7Fr, Bipolar,12174.9,8037.94,10.6271,70.4262,Yes,Neutral,Strongly disagree,Disagree,Agree,Neutral,Disagree, 13-05-22,610.338,4.57582, SuctionCurved7Fr, Bipolar,12174.9,8037.94,10.6271,70.4262
69965,109,ms124,3,23,Male,Right,Med School,1,,,Yes, 13-05-23,612.963,5.06566, SuctionCurved7Fr, Bipolar,13560,8714.18,11.7647,79.1954,Yes,Neutral,Strongly disagree,Disagree,Agree,Neutral,Disagree, 13-05-23,612.963,5.06566, SuctionCurved7Fr, Bipolar,13560,8714.18,11.7647,79.1954
69965,110,ms124,4,23,Male,Right,Med School,1,,,Yes, 13-05-24,623.58,2.64314, SuctionCurved7Fr, Bipolar,12572.9,9366.77,6.13853,49.5883,Yes,Neutral,Strongly disagree,Disagree,Agree,Neutral,Disagree, 13-05-24,623.58,2.64314, SuctionCurved7Fr, Bipolar,12572.9,9366.77,6.13853,49.5883
69968,99,ms125,1,23,Female,Right,Other (specify),1,,,No, 13-05-21,632.178,2.99551, SuctionCurved7Fr, Bipolar,9644.54,6859.05,6.95689,22.173,No,Neutral,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree, 13-05-21,632.178,2.99551, SuctionCurved7Fr, Bipolar,9644.54,6859.05,6.95689,22.173
69968,100,ms125,2,23,Female,Right,Other (specify),1,,,No, 13-05-22,626.142,2.79661, SuctionCurved7Fr, Bipolar,9913.69,6084.25,6.49495,65.5433,No,Neutral,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree, 13-05-22,626.142,2.79661, SuctionCurved7Fr, Bipolar,9913.69,6084.25,6.49495,65.5433
69968,101,ms125,3,23,Female,Right,Other (specify),1,,,No, 13-05-23,630.282,3.89964, SuctionCurved7Fr, Bipolar,13365.5,4539.64,9.05669,90.9638,No,Neutral,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree, 13-05-23,630.282,3.89964, SuctionCurved7Fr, Bipolar,13365.5,4539.64,9.05669,90.9638
69968,102,ms125,4,23,Female,Right,Other (specify),1,,,No, 13-05-24,636.146,5.02612, SuctionCurved7Fr, Bipolar,12205.6,4627.19,11.6729,84.0762,No,Neutral,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree, 13-05-24,636.146,5.02612, SuctionCurved7Fr, Bipolar,12205.6,4627.19,11.6729,84.0762
67827,59,MS201,1,23,Female,Left,Med School,2,,,Yes, 13-04-12,610.862,3.19292, SuctionCurved7Fr, Bipolar,10127.2,6492.46,7.41537,63.0953,Yes,Agree,Disagree,Strongly disagree,Neutral,Neutral,Strongly disagree, 13-04-12,610.862,3.19292, SuctionCurved7Fr, Bipolar,10127.2,6492.46,7.41537,63.0953
67827,60,MS201,2,23,Female,Left,Med School,2,,,Yes, 13-05-15,708.28,4.06466, SuctionCurved7Fr, Bipolar,14343.7,9785.99,9.43993,79.3538,Yes,Agree,Disagree,Strongly disagree,Neutral,Neutral,Strongly disagree, 13-05-15,708.28,4.06466, SuctionCurved7Fr, Bipolar,14343.7,9785.99,9.43993,79.3538
67827,61,MS201,3,23,Female,Left,Med School,2,,,Yes, 13-05-16,613.37,5.7638, SuctionCurved7Fr, Bipolar,15248.3,7826.82,13.3861,68.1438,Yes,Agree,Disagree,Strongly disagree,Neutral,Neutral,Strongly disagree, 13-05-16,613.37,5.7638, SuctionCurved7Fr, Bipolar,15248.3,7826.82,13.3861,68.1438
67827,137,MS201,4,23,Female,Left,Med School,2,,,Yes, 13-05-17,607.195,5.63715, SuctionCurved7Fr, Bipolar,14677.3,5791.6,13.092,79.0863,Yes,Agree,Disagree,Strongly disagree,Neutral,Neutral,Strongly disagree, 13-05-17,607.195,5.63715, SuctionCurved7Fr, Bipolar,14677.3,5791.6,13.092,79.0863
67573,12,MS202,1,24,Female,Right,Med School,,,,No, 13-04-08,624.776,8.41055, SuctionCurved7Fr, Bipolar,19572.1,12313.2,19.533,88.9755,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Agree, 13-04-08,624.776,8.41055, SuctionCurved7Fr, Bipolar,19572.1,12313.2,19.533,88.9755
67573,20,MS202,2,24,Female,Right,Med School,,,,No, 13-05-07,639.213,8.8974, SuctionCurved7Fr, Bipolar,22465.9,15465.5,20.6637,98.5018,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Agree, 13-05-07,639.213,8.8974, SuctionCurved7Fr, Bipolar,22465.9,15465.5,20.6637,98.5018
67573,73,MS202,3,24,Female,Right,Med School,,,,No, 13-05-08,654.293,9.62801, SuctionCurved7Fr, Bipolar,21670,12383.9,22.3605,99.591,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Agree, 13-05-08,654.293,9.62801, SuctionCurved7Fr, Bipolar,21670,12383.9,22.3605,99.591
67573,74,MS202,4,24,Female,Right,Med School,,,,No, 13-05-09,623.22,7.43188, SuctionCurved7Fr, Bipolar,23734.6,15509.3,17.2601,96.4963,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Agree, 13-05-09,623.22,7.43188, SuctionCurved7Fr, Bipolar,23734.6,15509.3,17.2601,96.4963
73111,218,ms203,1,23,Male,Right,Med School,2,,,Yes, 13-07-23,632.561,1.37092, SuctionCurved7Fr, Bipolar,6900.04,6807.61,3.18389,11.0986,No,Agree,Agree,Strongly agree,Agree,Agree,Neutral, 13-07-23,632.561,1.37092, SuctionCurved7Fr, Bipolar,6900.04,6807.61,3.18389,11.0986
73111,219,ms203,2,23,Male,Right,Med School,2,,,Yes, 13-07-24,641.612,5.7389, SuctionCurved7Fr, Bipolar,12749,4652.01,13.3283,89.3212,No,Agree,Agree,Strongly agree,Agree,Agree,Neutral, 13-07-24,641.612,5.7389, SuctionCurved7Fr, Bipolar,12749,4652.01,13.3283,89.3212
73111,220,ms203,3,23,Male,Right,Med School,2,,,Yes, 13-07-25,550.255,5.37248, Bipolar, SuctionCurved7Fr,1740.32,16276.8,12.4773,94.3387,No,Agree,Agree,Strongly agree,Agree,Agree,Neutral, 13-07-25,550.255,5.37248, Bipolar, SuctionCurved7Fr,1740.32,16276.8,12.4773,94.3387
73111,221,ms203,4,23,Male,Right,Med School,2,,,Yes, 13-07-29,633.873,8.89588, Bipolar, SuctionCurved7Fr,2191.17,20836.2,20.6602,99.9764,No,Agree,Agree,Strongly agree,Agree,Agree,Neutral, 13-07-29,633.873,8.89588, Bipolar, SuctionCurved7Fr,2191.17,20836.2,20.6602,99.9764
73504,224,ms204,1,26,Female,Right,Med School,2,,,Yes, 13-07-30,621.56,1.04063, SuctionCurved7Fr, Bipolar,4900.47,3459.83,2.41679,40.1062,Yes,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Neutral, 13-07-30,621.56,1.04063, SuctionCurved7Fr, Bipolar,4900.47,3459.83,2.41679,40.1062
73504,225,ms204,2,26,Female,Right,Med School,2,,,Yes, 13-07-31,610.805,2.78471, Bipolar, SuctionCurved7Fr,2319.9,5993.86,6.46733,58.3017,Yes,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Neutral, 13-07-31,610.805,2.78471, Bipolar, SuctionCurved7Fr,2319.9,5993.86,6.46733,58.3017
73504,226,ms204,3,26,Female,Right,Med School,2,,,Yes, 13-08-07,628.24,2.37013, Bipolar, SuctionCurved7Fr,4385.51,7669.1,5.50448,60.1091,Yes,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Neutral, 13-08-07,628.24,2.37013, Bipolar, SuctionCurved7Fr,4385.51,7669.1,5.50448,60.1091
73504,227,ms204,4,26,Female,Right,Med School,2,,,Yes, 13-08-08,614.04,1.80958, Bipolar, SuctionCurved7Fr,5865.85,8376.57,4.20265,56.5913,Yes,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Neutral, 13-08-08,614.04,1.80958, Bipolar, SuctionCurved7Fr,5865.85,8376.57,4.20265,56.5913
69348,38,ms205,1,27,Female,Right,Med School,2,,,Yes, 13-05-07,644.202,2.09729, SuctionCurved7Fr, Bipolar,5314.94,4078.16,4.87084,2.02445,Yes,Neutral,Neutral,Strongly disagree,Agree,Agree,Neutral, 13-05-07,644.202,2.09729, SuctionCurved7Fr, Bipolar,5314.94,4078.16,4.87084,2.02445
69348,39,ms205,2,27,Female,Right,Med School,2,,,Yes, 13-05-09,613.174,3.59571, SuctionCurved7Fr, Bipolar,6171.28,3993.83,8.35083,7.88769,Yes,Neutral,Neutral,Strongly disagree,Agree,Agree,Neutral, 13-05-09,613.174,3.59571, SuctionCurved7Fr, Bipolar,6171.28,3993.83,8.35083,7.88769
69348,40,ms205,3,27,Female,Right,Med School,2,,,Yes, 13-05-13,611.241,2.50916, SuctionCurved7Fr, Bipolar,6206.38,5509.15,5.82737,51.3023,Yes,Neutral,Neutral,Strongly disagree,Agree,Agree,Neutral, 13-05-13,611.241,2.50916, SuctionCurved7Fr, Bipolar,6206.38,5509.15,5.82737,51.3023
69348,41,ms205,4,27,Female,Right,Med School,2,,,Yes, 13-05-14,623.879,2.65316, SuctionCurved7Fr, Bipolar,8463.9,7895.92,6.1618,41.7135,Yes,Neutral,Neutral,Strongly disagree,Agree,Agree,Neutral, 13-05-14,623.879,2.65316, SuctionCurved7Fr, Bipolar,8463.9,7895.92,6.1618,41.7135
73824,232,ms206,1,24,Female,Right,Med School,2,,,Yes, 13-08-08,626.92,2.76995, SuctionCurved7Fr, Bipolar,9967.84,8442.28,6.43306,63.3843,No,Neutral,Disagree,Disagree,Agree,Agree,Neutral, 13-08-08,626.92,2.76995, SuctionCurved7Fr, Bipolar,9967.84,8442.28,6.43306,63.3843
73824,364,ms206,2,24,Female,Right,Med School,2,,,Yes, 13-08-13,608.854,3.37887, Bipolar, SuctionCurved7Fr,4649.71,8854.12,7.84723,68.7126,No,Neutral,Disagree,Disagree,Agree,Agree,Neutral, 13-08-13,608.854,3.37887, Bipolar, SuctionCurved7Fr,4649.71,8854.12,7.84723,68.7126
73824,365,ms206,3,24,Female,Right,Med School,2,,,Yes, 13-08-29,610.759,2.94977, Bipolar, SuctionCurved7Fr,5872.51,9912.7,6.85068,69.155,No,Neutral,Disagree,Disagree,Agree,Agree,Neutral, 13-08-29,610.759,2.94977, Bipolar, SuctionCurved7Fr,5872.51,9912.7,6.85068,69.155
73824,366,ms206,4,24,Female,Right,Med School,2,,,Yes, 13-09-09,654.399,2.92527, Bipolar, SuctionCurved7Fr,7007.19,11557.7,6.79378,63.5745,No,Neutral,Disagree,Disagree,Agree,Agree,Neutral, 13-09-09,654.399,2.92527, Bipolar, SuctionCurved7Fr,7007.19,11557.7,6.79378,63.5745
73819,229,ms207,1,24,Male,Left,Med School,2,,,No, 13-08-08,639.019,1.80621, Bipolar, SuctionCurved7Fr,4999.65,5312.98,4.19482,4.33428,No,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-08-08,639.019,1.80621, Bipolar, SuctionCurved7Fr,4999.65,5312.98,4.19482,4.33428
73819,358,ms207,2,24,Male,Left,Med School,2,,,No, 13-08-09,624.308,4.583, Bipolar, SuctionCurved7Fr,3141.37,10650.3,10.6438,89.3478,No,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-08-09,624.308,4.583, Bipolar, SuctionCurved7Fr,3141.37,10650.3,10.6438,89.3478
73819,359,ms207,3,24,Male,Left,Med School,2,,,No, 13-08-12,609.917,2.36179, Bipolar, SuctionCurved7Fr,4622.83,8788.59,5.48512,64.6959,No,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-08-12,609.917,2.36179, Bipolar, SuctionCurved7Fr,4622.83,8788.59,5.48512,64.6959
73819,360,ms207,4,24,Male,Left,Med School,2,,,No, 13-08-13,644.418,2.71104, Bipolar, SuctionCurved7Fr,6719.95,10161.1,6.29623,67.2231,No,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-08-13,644.418,2.71104, Bipolar, SuctionCurved7Fr,6719.95,10161.1,6.29623,67.2231
73825,233,ms208,1,23,Male,Right,Med School,2,,,No, 13-08-08,623.779,2.29069, SuctionCurved7Fr, Bipolar,6621.25,6446.97,5.32,41.1013,No,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree, 13-08-08,623.779,2.29069, SuctionCurved7Fr, Bipolar,6621.25,6446.97,5.32,41.1013
73825,368,ms208,2,23,Male,Right,Med School,2,,,No, 13-08-13,613.019,5.68325, Bipolar, SuctionCurved7Fr,2129.35,17476.4,13.199,98.7907,No,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree, 13-08-13,613.019,5.68325, Bipolar, SuctionCurved7Fr,2129.35,17476.4,13.199,98.7907
73825,369,ms208,3,23,Male,Right,Med School,2,,,No, 13-08-22,613.242,7.55437, Bipolar, SuctionCurved7Fr,733.582,17679.7,17.5446,99.9904,No,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree, 13-08-22,613.242,7.55437, Bipolar, SuctionCurved7Fr,733.582,17679.7,17.5446,99.9904
73825,370,ms208,4,23,Male,Right,Med School,2,,,No, 13-08-26,607.88,6.6423, Bipolar, SuctionCurved7Fr,3288.62,19528.1,15.4263,98.3608,No,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree, 13-08-26,607.88,6.6423, Bipolar, SuctionCurved7Fr,3288.62,19528.1,15.4263,98.3608
67564,13,MS209,1,24,Female,Right,Med School,,,,Yes, 13-04-08,608.14,4.05395, SuctionCurved7Fr, Bipolar,8336.92,4772.43,9.41505,26.3925,Yes,Agree,Disagree,Strongly disagree,Agree,Agree,Agree, 13-04-08,608.14,4.05395, SuctionCurved7Fr, Bipolar,8336.92,4772.43,9.41505,26.3925
67564,21,MS209,2,24,Female,Right,Med School,,,,Yes, 13-05-06,616.947,5.00884, SuctionCurved7Fr, Bipolar,10088.8,6684.28,11.6327,85.4729,Yes,Agree,Disagree,Strongly disagree,Agree,Agree,Agree, 13-05-06,616.947,5.00884, SuctionCurved7Fr, Bipolar,10088.8,6684.28,11.6327,85.4729
67564,75,MS209,3,24,Female,Right,Med School,,,,Yes, 13-05-08,600.598,5.80973, SuctionCurved7Fr, Bipolar,12614.5,6057.51,13.4928,93.563,Yes,Agree,Disagree,Strongly disagree,Agree,Agree,Agree, 13-05-08,600.598,5.80973, SuctionCurved7Fr, Bipolar,12614.5,6057.51,13.4928,93.563
67564,76,MS209,4,24,Female,Right,Med School,,,,Yes, 13-05-09,656.24,8.95325, SuctionCurved7Fr, Bipolar,16885.2,4184.92,20.7934,99.9527,Yes,Agree,Disagree,Strongly disagree,Agree,Agree,Agree, 13-05-09,656.24,8.95325, SuctionCurved7Fr, Bipolar,16885.2,4184.92,20.7934,99.9527
73844,237,ms210,1,25,Male,Right,Med School,2,,,Yes, 13-08-08,657.06,4.00114, SuctionCurved7Fr, Bipolar,10767.8,4463.29,9.29242,79.5444,No,Agree,Neutral,Neutral,Neutral,Agree,Disagree, 13-08-08,657.06,4.00114, SuctionCurved7Fr, Bipolar,10767.8,4463.29,9.29242,79.5444
73844,343,ms210,2,25,Male,Right,Med School,2,,,Yes, 13-08-30,736.721,2.81844, Bipolar, SuctionCurved7Fr,13479.4,14222.9,6.54566,82.1173,No,Agree,Neutral,Neutral,Neutral,Agree,Disagree, 13-08-30,736.721,2.81844, Bipolar, SuctionCurved7Fr,13479.4,14222.9,6.54566,82.1173
73886,325,ms211,1,23,Male,Left,Med School,2,,,No, 13-08-09,660.372,3.25846, Bipolar, SuctionCurved7Fr,6175.06,10230,7.56758,55.3785,Yes,Disagree,Neutral,Agree,Neutral,Strongly agree,Strongly agree, 13-08-09,660.372,3.25846, Bipolar, SuctionCurved7Fr,6175.06,10230,7.56758,55.3785
73886,326,ms211,2,23,Male,Left,Med School,2,,,No, 13-08-12,614.637,1.54723, Bipolar, SuctionCurved7Fr,3980.8,7661.64,3.59336,37.0737,Yes,Disagree,Neutral,Agree,Neutral,Strongly agree,Strongly agree, 13-08-12,614.637,1.54723, Bipolar, SuctionCurved7Fr,3980.8,7661.64,3.59336,37.0737
73886,327,ms211,3,23,Male,Left,Med School,2,,,No, 13-08-13,691.469,2.3874, SuctionCurved7Fr, Bipolar,8653.4,5018.09,5.5446,55.8765,Yes,Disagree,Neutral,Agree,Neutral,Strongly agree,Strongly agree, 13-08-13,691.469,2.3874, SuctionCurved7Fr, Bipolar,8653.4,5018.09,5.5446,55.8765
73886,328,ms211,4,23,Male,Left,Med School,2,,,No, 13-08-14,608.794,3.22173, SuctionCurved7Fr, Bipolar,9684.94,4967.8,7.48229,72.3755,Yes,Disagree,Neutral,Agree,Neutral,Strongly agree,Strongly agree, 13-08-14,608.794,3.22173, SuctionCurved7Fr, Bipolar,9684.94,4967.8,7.48229,72.3755
73878,337,ms212,1,23,Male,Right,Med School,2,,,Yes, 13-08-09,618.781,2.05614, SuctionCurved7Fr, Bipolar,5444.7,3140.53,4.77527,29.8937,No,Agree,Agree,Strongly disagree,Agree,Strongly agree,Agree, 13-08-09,618.781,2.05614, SuctionCurved7Fr, Bipolar,5444.7,3140.53,4.77527,29.8937
73878,367,ms212,2,23,Male,Right,Med School,2,,,Yes, 13-08-12,655.309,3.30638, Bipolar, SuctionCurved7Fr,4227.66,15305,7.67887,80.4408,No,Agree,Agree,Strongly disagree,Agree,Strongly agree,Agree, 13-08-12,655.309,3.30638, Bipolar, SuctionCurved7Fr,4227.66,15305,7.67887,80.4408
73878,338,ms212,3,23,Male,Right,Med School,2,,,Yes, 13-08-13,617.219,3.44747, Bipolar, SuctionCurved7Fr,5169.68,17136.2,8.00655,87.2389,No,Agree,Agree,Strongly disagree,Agree,Strongly agree,Agree, 13-08-13,617.219,3.44747, Bipolar, SuctionCurved7Fr,5169.68,17136.2,8.00655,87.2389
